# index, label, _pos
14602,"FARHANGFAR, S","array([ 78.41748695, -66.70465329])"
14603,"GRANT, DE","array([ 243.22410456, -104.62107198])"
14604,"LONG, AR","array([ 244.9681271 , -103.74127587])"
14605,"DAVIES, JH","array([ 244.88071526, -105.70747355])"
14606,"FERRAND, D","array([ 65.79691366, -79.64179861])"
14607,"CIBERT, J","array([ 64.28513349, -79.75169218])"
14608,"BOURGOGNON, C","array([ 66.11857968, -78.20891148])"
14609,"TATARENKO, S","array([ 65.0994129 , -80.01868447])"
14610,"WASIELA, A","array([ 64.11408478, -78.84047809])"
14611,"FISHMAN, G","array([ 65.49194836, -78.71029025])"
14612,"BONANNI, A","array([ 66.3441337 , -79.02835757])"
14613,"SITTER, H","array([ 64.87434179, -79.20700404])"
14614,"KOLESNIK, S","array([ 64.6966806 , -78.20963527])"
14615,"BARCZ, A","array([ 65.42898643, -77.82175671])"
14616,"LIANG, HY","array([ 38.56772429, -90.14661292])"
14617,"AGGARWAL, S","array([ 39.03068868, -89.36008321])"
14618,"GIAMPAOLI, JA","array([-11.10148485,  12.45075579])"
14619,"STRIER, DE","array([-12.18949796,  12.91887658])"
14620,"BATISTA, C","array([-12.45999295,  11.74366194])"
14621,"LUX, T","array([ 11.30142549, -19.27492075])"
14622,"KELLER, O","array([253.47211235,  68.60551938])"
14623,"JENSEN, PJ","array([ 57.42550758, -61.55809202])"
14624,"POULOPOULOS, P","array([ 52.98827168, -57.89063791])"
14625,"FARLE, M","array([ 52.73619663, -56.97510276])"
14626,"BABERSCHKE, K","array([ 52.34855116, -57.62406147])"
14627,"TESSONE, CJ","array([-13.66067097,  15.46973527])"
14628,"MIGNANI, R","array([ -31.75119698, -298.12281215])"
14629,"SCIPIONI, R","array([ -33.75475744, -297.99721863])"
14630,"HUR, NH","array([ 40.16008526, -60.53312278])"
14631,"MAHNKE, R","array([ 227.90693291, -178.74172325])"
14632,"SINGH, EMRRP","array([-23.40177953, 219.36550366])"
14633,"ZINOVIEV, YM","array([269.76505094, -12.43407341])"
14634,"SMITH, MF","array([  8.74843649, -94.25915167])"
14635,"GAJEWSKI, CCADA","array([ 44.13925672, -78.94203549])"
14636,"BOTH, JA","array([-44.03698845,  -6.95230659])"
14637,"FRYDEL, D","array([ 73.97312353, -58.04780635])"
14638,"TERILLA, WH","array([ 81.45876193, -59.72382358])"
14639,"BURKE, K","array([ 76.77865551, -58.64646462])"
14640,"KAHL, G","array([-11.67978296,   2.12131188])"
14641,"GAGNE, CJ","array([42.86409658, 19.94757964])"
14642,"YAO, Z","array([ 71.67186984, -51.26127252])"
14643,"BOLLE, CA","array([ 81.97882195, -51.02491273])"
14644,"HALL, B","array([33.0166685 , -1.66240825])"
14645,"CATTANI, F","array([33.15827027, -3.2753727 ])"
14646,"ALVAREZ, G","array([  3.41025052, -28.24148554])"
14647,"URMANN, J","array([0.93255739, 3.64486973])"
14648,"KUDASOV, Y","array([ -3.02882939, -66.86035542])"
14649,"OVCHINNIKOV, A","array([ -3.32544707, -66.11138516])"
14650,"WOO, JM","array([269.78992203,  86.89870867])"
14651,"WEHR, J","array([268.50563408,  88.42062808])"
14652,"ANANE, A","array([ 16.24657191, -95.071446  ])"
14653,"RAQUET, B","array([ 15.92151742, -94.07352154])"
14654,"MOLNAR, SV","array([ 15.54465032, -94.6458339 ])"
14655,"PINSARDGODART, L","array([ 16.3688015 , -92.59456465])"
14656,"SHLIMAK, I","array([ 60.96623017, -39.2062034 ])"
14657,"KHONDAKER, SI","array([ 59.0923836, -40.7053712])"
14658,"GALLUS, O","array([ 12.79079039, -62.80854461])"
14659,"WAN, X","array([ 38.78670959, -72.05664273])"
14660,"KOSSLER, WJ","array([ 39.66204916, -79.65808026])"
14661,"FERTIG, N","array([ 62.26551824, -38.45506059])"
14662,"TILKE, A","array([ 61.03041277, -36.91906186])"
14663,"BEHRENDS, JC","array([ 63.69162692, -38.89918775])"
14664,"BRUGGENCATE, GT","array([ 63.56060583, -38.0128881 ])"
14665,"BOULAT, E","array([ 14.05481401, -40.40872513])"
14666,"PODZOROV, V","array([ 13.23343886, -68.97663864])"
14667,"MENES, R","array([  7.78915219, -42.91539873])"
14668,"PINCUS, PA","array([ 10.50899935, -38.26641678])"
14669,"LIPAN, O","array([ 106.19966952, -302.98861478])"
14670,"DEHLINGER, G","array([ 71.12337781, -32.25747436])"
14671,"GOLDOBIN, E","array([ 55.34580419, -29.04846479])"
14672,"WALLRAFF, A","array([ 64.29343643, -26.37482348])"
14673,"PRIX, R","array([202.00462133, 148.55998151])"
14674,"HUBER, TE","array([ 40.92529342, -85.18296695])"
14675,"BLYTHE, RA","array([  7.25275478, -39.07113522])"
14676,"BARABASH, S","array([ 28.21120143, -33.95451308])"
14677,"NEDELCU, CM","array([ -2.32076391, -60.86807739])"
14678,"BANSIL, A","array([ 45.47660365, -97.15305292])"
14679,"KAPRZYK, S","array([ 46.25988518, -96.88291004])"
14680,"MIJNARENDS, PE","array([  49.44648822, -103.63865891])"
14681,"TOBOLA, J","array([  48.18212848, -103.62563621])"
14682,"HOYLE, RB","array([ 15.04480518, -12.10962141])"
14683,"LOPEZSANDOVAL, R","array([287.67890222,  11.66029904])"
14684,"AGULLORUEDA, F","array([ 13.89488963, -42.16964441])"
14685,"BOJARCZUK, N","array([ 13.27618088, -41.88478364])"
14686,"SASAMOTO, T","array([ -3.04730464, -21.83133096])"
14687,"MESKINI, N","array([ 28.16454096, -39.97949004])"
14688,"FROBRICH, P","array([ 69.41394861, -67.88271037])"
14689,"SA, D","array([  6.46678396, -80.39695806])"
14690,"CHUDNOVSKY, V","array([  6.26538056, -92.20347508])"
14691,"KELLERMARXER, P","array([  7.15014408, -92.6127772 ])"
14692,"PENG, D","array([ -7.72000934, -77.67403293])"
14693,"EISENBERG, HR","array([ 26.43533252, -10.18742186])"
14694,"SIMON, F","array([ 27.12586361, -91.9597668 ])"
14695,"MURANYI, F","array([ 28.51191046, -94.61387106])"
14696,"FEHER, T","array([ 26.04202387, -86.86043055])"
14697,"SHIMODA, H","array([ 27.78520556, -94.53162223])"
14698,"DRAEGER, EW","array([ 41.76603024, -67.96353656])"
14699,"LAWES, G","array([  58.77044051, -130.76302009])"
14700,"KINGSLEY, SCJ","array([  60.22208971, -134.52376797])"
14701,"MULDERS, N","array([  61.54916484, -133.93223102])"
14702,"PARPIA, JM","array([  59.87250687, -130.29033013])"
14703,"TALAMANTES, J","array([ 28.53970112, -29.74992516])"
14704,"FILIPPOV, AE","array([ 22.6719898 , -98.21960739])"
14705,"SCHOTTE, KD","array([ -1.32107646, -50.83376277])"
14706,"JURECKA, C","array([ -3.44418234, -72.17458473])"
14707,"BURGERMEISTER, R","array([ 50.29379804, -59.16835672])"
14708,"AESCHLIMANN, M","array([ 49.78750756, -58.66778154])"
14709,"GANBOLD, G","array([155.66354744, 155.5643555 ])"
14710,"CALLEGARI, C","array([ 86.05305941, -30.79004461])"
14711,"CONJUSTEAU, A","array([ 87.58255099, -30.41318634])"
14712,"REINHARD, I","array([ 86.6508418 , -29.82583698])"
14713,"LEHMANN, KK","array([ 86.76403881, -31.62869694])"
14714,"SCOLES, G","array([ 87.88412428, -31.47578202])"
14715,"JACKSON, AN","array([-22.87910617, -28.40364653])"
14716,"KROEMMER, H","array([ 60.58646659, -35.61957369])"
14717,"ERBE, A","array([ 53.3667139 , -36.37444067])"
14718,"HARRY, GM","array([  49.20008851, -101.50646501])"
14719,"JIN, I","array([  49.98969886, -102.46932974])"
14720,"PAIK, HJ","array([  50.45184683, -101.4969739 ])"
14721,"STEVENSON, TR","array([  48.68910568, -102.43761464])"
14722,"WOJTKIEWICZ, J","array([-33.13039659, -42.39478944])"
14723,"IMAI, H","array([-169.49751102,   53.17434794])"
14724,"SHIMAKAWA, Y","array([-168.28661875,   54.40293892])"
14725,"SUSHKO, YV","array([-168.29004751,   51.94699098])"
14726,"KUBO, Y","array([-167.05068311,   53.16897088])"
14727,"STAGARESCU, CB","array([ -87.80965891, -255.81621195])"
14728,"SU, X","array([ -89.00394172, -257.96335616])"
14729,"ALTMANN, DEEKN","array([ -87.34189799, -257.49004537])"
14730,"GUPTA, FJHA","array([ -89.48610222, -256.30684637])"
14731,"ADICHTCHEV, SV","array([-36.15208029,  -6.23544997])"
14732,"LEROY, JP","array([ -7.16816335, -20.63341711])"
14733,"PETIT, D","array([-13.35170818, -79.70394789])"
14734,"GOYCHUK, I","array([40.26174322, -2.79098495])"
14735,"MALITS, P","array([ 11.27620004, -33.76740216])"
14736,"KAPLUNOVSKY, A","array([ 11.9507325 , -33.59508258])"
14737,"FREIRE, JAK","array([ 76.38451959, -64.76172157])"
14738,"FREIRE, VN","array([ 75.98758747, -65.63522125])"
14739,"FARIAS, GA","array([ 75.61507935, -66.48895641])"
14740,"HARTMANN, L","array([41.21906205, -3.15132727])"
14741,"GURTIN, ME","array([-164.73431989,  153.98899268])"
14742,"LEONI, G","array([-164.19901359,  152.10648771])"
14743,"SEDEKI, A","array([  3.04753288, -80.47568984])"
14744,"LAMBERT, P","array([ 14.18433488, -81.50377042])"
14745,"FOURNIER, P","array([ 24.41393296, -81.79678367])"
14746,"SEKIYAMA, SJOHKRJA","array([  4.47412587, -63.2963028 ])"
14747,"IWASAKI, T","array([  4.42965897, -62.28546434])"
14748,"PARK, SSYSEJCJG","array([  4.00420437, -63.89869742])"
14749,"LUUSALO, R","array([ 63.86324352, -90.80818709])"
14750,"HUSMANN, A","array([ 62.99301471, -91.18510106])"
14751,"ZHAO, S","array([ -7.79788978, -74.79102925])"
14752,"REITH, D","array([-43.574267  , -34.38559337])"
14753,"TIMONIN, PN","array([-158.9582807 , -261.57259297])"
14754,"BRAZOVSKI, S","array([213.84461355, 119.72321748])"
14755,"KIROVA, N","array([215.29096088, 118.35532627])"
14756,"FERRETTI, M","array([  0.8892831 , -93.46521462])"
14757,"SHERMAN, EY","array([ 19.43232569, -90.16317639])"
14758,"BARREIRO, LA","array([-201.90538106,  -98.99230518])"
14759,"CAMPANHA, JR","array([-200.18752029,  -99.79028504])"
14760,"CHOI, BH","array([ 38.08843882, -61.50138971])"
14761,"KOH, H","array([ 38.6818119 , -61.25057217])"
14762,"PARK, HJKJH","array([ 38.8281143 , -60.68443257])"
14763,"NAHM, T","array([ 40.68767292, -63.13240919])"
14764,"PARK, WG","array([ 41.10050468, -61.62523776])"
14765,"HONG, JP","array([ 41.19372102, -62.74680203])"
14766,"KIM, CO","array([ 41.77638848, -61.69829721])"
14767,"EXARTIER, R","array([ -5.24340335, -26.5765333 ])"
14768,"MORELLE, M","array([ 38.54536315, -82.70274691])"
14769,"MOLINO, F","array([226.17889656,  88.30085461])"
14770,"APPELL, J","array([224.88243222,  87.80545902])"
14771,"FILALI, M","array([225.95183544,  86.92166654])"
14772,"MICHEL, E","array([227.25595125,  87.4088426 ])"
14773,"PORTE, G","array([227.5054745 ,  88.82599997])"
14774,"MORA, S","array([226.38671089,  89.7087471 ])"
14775,"SUNYER, E","array([225.06222499,  89.17030751])"
14776,"HAO, B","array([-189.81060737,   55.82999216])"
14777,"HOSHI, T","array([  42.36621706, -111.35052635])"
14778,"CHONG, I","array([ 24.44139102, -66.70921425])"
14779,"TERASHIMA, T","array([ 24.09746874, -66.19558528])"
14780,"FROMER, NA","array([ 61.20009019, -38.2361463 ])"
14781,"SCHULLER, C","array([ 61.69922316, -37.54029555])"
14782,"ENRIQUE, RA","array([ 205.34002276, -214.6730157 ])"
14783,"BELLON, P","array([ 205.34093589, -212.71540208])"
14784,"CHADDAH, P","array([   3.5513597 , -106.31568945])"
14785,"BULLOUGH, RK","array([-31.4961589 , -70.61554832])"
14786,"TIMONEN, J","array([-31.094487  , -71.50336269])"
14787,"CHUNG, J","array([ 19.56195519, -56.23701036])"
14788,"CHOI, B","array([ 20.19397833, -56.42925107])"
14789,"CHO, EJ","array([ 19.7121671 , -56.88723368])"
14790,"KIM, HD","array([ 19.88586931, -55.66822888])"
14791,"KWON, YS","array([ 19.18245313, -56.8496464 ])"
14792,"JUNNO, T","array([ 28.74061035, -60.19730503])"
14793,"CARLSSON, S","array([ 29.27521987, -61.44255356])"
14794,"THELANDER, C","array([ 28.7058878 , -61.68441844])"
14795,"ZHONG, F","array([ -8.66787972, -80.61006554])"
14796,"DONG, J","array([ -9.55604327, -81.15689697])"
14797,"STILLINGER, DK","array([-41.09946651, -11.92308491])"
14798,"STILLINGER, FH","array([-39.75951867, -12.35540596])"
14799,"TRUSKETT, TM","array([-40.03669714, -11.12501502])"
14800,"DEBENEDETTI, PG","array([-40.90434963, -13.17646304])"
14801,"PENTCHEVA, R","array([ 60.39098736, -49.79716525])"
14802,"HAYDOCK, R","array([-186.40149342, -178.71470753])"
14803,"LIMA, JPD","array([-3.56171827, -8.62025805])"
14804,"RES, I","array([-18.61850731, -30.00132199])"
14805,"KUSHWAHA, MS","array([268.24851624,  12.42954803])"
14806,"CHAUDHURI, P","array([ 11.99295299, -44.09111611])"
14807,"PIMENTEL, IR","array([-18.67433442, -57.95884007])"
14808,"DIAS, FC","array([-16.30287422, -56.88205614])"
14809,"MARTELO, LM","array([-16.7454884 , -56.04813711])"
14810,"HARLEY, RT","array([ -8.38646335, -67.86507228])"
14811,"LAISSARDIERE, GTD","array([  44.18458754, -133.8837924 ])"
14812,"KIM, KW","array([ 22.74108395, -33.00227203])"
14813,"WAMBAUGH, JF","array([ 24.65424466, -46.63979717])"
14814,"MARCHESONI, F","array([ 23.85712847, -48.2090199 ])"
14815,"GARNER, SR","array([ 32.21984885, -68.17829571])"
14816,"RODRIGUEZ, YW","array([ 32.57780435, -68.59704336])"
14817,"BUCHER, B","array([ 32.60723713, -69.17280116])"
14818,"KADAS, K","array([-16.00139649,  12.70254366])"
14819,"KERN, G","array([-16.66135823,  11.59699306])"
14820,"BURGER, S","array([ 68.23538501, -16.28726782])"
14821,"BONGS, K","array([ 69.45765208, -17.4413097 ])"
14822,"DETTMER, S","array([ 68.12293364, -17.90070125])"
14823,"SANPERA, A","array([ 68.81728549, -16.87893595])"
14824,"WIDJAJAKUSUMA, J","array([-50.26595983, -26.88522057])"
14825,"BARILOCHE, AAAEA","array([ 37.42036185, -61.70679262])"
14826,"SCAROLA, VW","array([ 27.44036828, -39.99783641])"
14827,"GELFERT, A","array([ 63.79409585, -96.87530521])"
14828,"LINDROOS, M","array([ 44.56697627, -94.72850274])"
14829,"SRIVASTAVA, RC","array([ 38.8004666 , -69.59560359])"
14830,"LI, YH","array([ 38.19867457, -69.22614945])"
14831,"AMITSUKA, H","array([ 19.28030077, -60.24402907])"
14832,"METOKI, N","array([ 18.01543368, -60.49049674])"
14833,"KUWAHARA, K","array([ 18.29745406, -59.80602557])"
14834,"SAKAKIBARA, T","array([ 18.67820394, -60.70821234])"
14835,"MORIMOTO, H","array([ 17.73295153, -59.74522774])"
14836,"KAWARAZAKI, S","array([ 19.203842  , -59.67284711])"
14837,"MIYAKO, Y","array([ 19.24020891, -55.48368027])"
14838,"CHNG, C","array([ 57.12731765, -22.81028873])"
14839,"DEGENHARD, A","array([250.80451453, -69.89046503])"
14840,"MCRAE, E","array([ 36.49529886, -93.11839735])"
14841,"VANGELISTI, R","array([ 36.15550685, -92.39342761])"
14842,"FESTIN, O","array([ 26.6701249 , -55.30426574])"
14843,"CHAKALOV, R","array([ 26.88665444, -55.89169813])"
14844,"SONODA, MT","array([-65.1207823 , -15.88510208])"
14845,"DEMISHEV, SV","array([ 26.00552317, -85.64537198])"
14846,"PRONIN, AA","array([ 26.54515696, -85.11061989])"
14847,"SLUCHANKO, NE","array([ 26.94909204, -84.63378919])"
14848,"APEL, VM","array([ 68.33894256, -11.67561862])"
14849,"OSSIPOV, A","array([ 45.79106143, -24.56437226])"
14850,"PASTORINO, C","array([-178.11227262,   57.74533074])"
14851,"GAMBA, Z","array([-179.92899922,   58.78977861])"
14852,"MINAKOVA, VE","array([ 67.43920241, -59.19060796])"
14853,"BLOYET, D","array([ -37.36643614, -117.21763105])"
14854,"BONGIRAUD, JP","array([ -38.3995148 , -116.50436591])"
14855,"DOLABDJIAN, C","array([ -38.64334937, -118.5297524 ])"
14856,"THIEC, PL","array([ -39.18810265, -117.46758477])"
14857,"KHANIN, K","array([14.79063966, -2.75637227])"
14858,"EYINK, G","array([-147.89409232, -271.11115743])"
14859,"XIN, J","array([-146.11098852, -271.96323989])"
14860,"BOGACZ, L","array([-22.84941093, -31.36181689])"
14861,"DADIC, I","array([ -21.32496262, -301.52191842])"
14862,"LITIM, DF","array([-15.88506618,  20.03990966])"
14863,"CONTROZZI, D","array([ 11.51743334, -48.94358064])"
14864,"WILKE, T","array([ 31.11328417, -22.9476842 ])"
14865,"BLASONE, M","array([-152.00879605,  119.45471738])"
14866,"JIZBA, P","array([-150.12295937,  118.83761791])"
14867,"SCHENKER, JH","array([ -6.16000305, -18.53912321])"
14868,"FRIEDRICH, RM","array([ -4.98222509, -18.55820877])"
14869,"MICHEL, N","array([ 14.99104531, -47.8824661 ])"
14870,"SOFIANOS, SA","array([-233.1795256 ,  -66.91017377])"
14871,"KOLGANOVA, EA","array([-233.26282455,  -68.57662114])"
14872,"MITRA, S","array([-158.41926923,  124.34816084])"
14873,"FILIPPO, SD","array([-174.41348311, -227.88899436])"
14874,"MUSTECAPLIOGLU, O","array([80.79947748, -9.9973866 ])"
14875,"CAMETTI, F","array([ 41.9322151 , -12.61658029])"
14876,"TONINELLI, F","array([ 41.27765353, -12.21600529])"
14877,"REKDAL, PK","array([ -35.23390412, -269.18580358])"
14878,"SKAGERSTAM, BK","array([ -33.31593699, -268.80825103])"
14879,"HEBERT, F","array([  6.99777337, -24.48690224])"
14880,"KOLOMEISKY, EB","array([ -6.65998789, -33.42013112])"
14881,"WILKENS, T","array([ 49.6723935, -75.4290909])"
14882,"BORISENKO, IV","array([ 133.69323671, -301.12129888])"
14883,"CONSTANTINIAN, KY","array([ 135.35239991, -302.09957145])"
14884,"VOLCHENKOV, D","array([-30.07541193, 170.1980525 ])"
14885,"LIMA, R","array([-30.6348255 , 168.30497263])"
14886,"DIZHUR, EM","array([ 59.81290887, -69.84039797])"
14887,"SETTE, F","array([ -2.74501897, -68.58469899])"
14888,"FIORETTO, D","array([ -6.09942291, -64.94095518])"
14889,"LORENZEN, M","array([ -6.15106463, -64.23954934])"
14890,"KRISCH, M","array([ -2.5418649 , -64.72021673])"
14891,"MASCIOVECCHIO, C","array([ -2.73298365, -69.15449132])"
14892,"PIGNON, F","array([ -5.33199935, -64.99322426])"
14893,"LACHET, V","array([-23.41543775, -15.95560565])"
14894,"SCHMIDT, G","array([ 66.1475268 , -48.60902191])"
14895,"PALCHIKOV, YV","array([269.84453236,  20.30305861])"
14896,"SHUTENKO, TA","array([ 36.41797652, -43.74648634])"
14897,"BALUCANI, U","array([ -6.42407051, -66.71434269])"
14898,"CUNSOLO, A","array([ -1.6421987 , -65.62586766])"
14899,"VERBENI, R","array([ -2.14269799, -65.31729951])"
14900,"FONTANA, A","array([ -1.4224383 , -64.52908179])"
14901,"MERMET, A","array([ -1.08947364, -65.15563611])"
14902,"JAHANMIRI, M","array([-166.82723776,   43.40923878])"
14903,"TAMARIT, F","array([8.19977679, 6.90242264])"
14904,"CHAVANIS, P","array([-14.85124084, -29.92584157])"
14905,"LANGE, M","array([ 36.16847378, -87.93602081])"
14906,"BEKAERT, J","array([ 36.44006636, -87.32906306])"
14907,"MAY, U","array([ 35.58354456, -87.40210035])"
14908,"GOLO, VL","array([264.06356997,  -6.108357  ])"
14909,"YEVDOKIMOV, YM","array([262.26033262,  -5.69012221])"
14910,"RS, SS","array([ 12.51456839, -61.54714373])"
14911,"ZHERLITSYN, SV","array([ 44.30630278, -83.3864054 ])"
14912,"ROZENFELD, A","array([ -8.80537162, -92.7797739 ])"
14913,"MANDACHE, C","array([-37.4145277 , -51.75036953])"
14914,"GORDILLO, MC","array([ 81.1453105 , -21.11919643])"
14915,"FRIKACH, K","array([ -7.66603818, -97.12386961])"
14916,"CASTONGUAY, M","array([ -6.45389465, -97.65674094])"
14917,"TRUONG, KD","array([ -7.36628021, -98.29388708])"
14918,"AWAZU, A","array([ 211.8411613 , -211.91267967])"
14919,"POWELL, BM","array([-181.69770229,   59.81111545])"
14920,"BOGHOSIAN, B","array([ -8.32494631, -30.92014942])"
14921,"FRITSCHYELLE, J","array([ 12.10247305, -26.35977989])"
14922,"BAEVSKY, RM","array([ 12.36489025, -25.78605973])"
14923,"VIVERIT, L","array([ 42.21682725, -27.87142967])"
14924,"BUSCHLE, J","array([  6.71403437, -17.08163169])"
14925,"DIETERICH, W","array([  9.41483781, -22.37127392])"
14926,"DAVIS, T","array([ -8.97139549, -26.38283913])"
14927,"HERINGA, BA","array([ 57.5219008 , -33.14133292])"
14928,"SADZIKOWSKI, M","array([35.70827306, 15.40608066])"
14929,"RAMOS, ACA","array([53.41250364,  5.26764812])"
14930,"NAGAI, K","array([-27.03475755, -52.54146013])"
14931,"CAMBLONG, HE","array([ 46.8651268 , -70.72892435])"
14932,"ASANO, T","array([ 30.19238706, -79.95060413])"
14933,"INAGAKI, Y","array([ 31.95051813, -83.64199937])"
